Location,Date,Description,Cost,Category
Walmart,4/30/2021,cream cheese,$1.53 ,dairy
Walmart,4/30/2021,cream cheese,$1.53 ,dairy
Walmart,4/30/2021,black beans,$2.22 ,canned
Walmart,4/30/2021,corn,$1.44 ,canned
Walmart,4/30/2021,cap'n crunch,$2.74 ,breakfast
Walmart,4/30/2021,oats,$1.56 ,breakfast
Walmart,4/30/2021,raisin bran,$4.67 ,breakfast
Walmart,4/30/2021,cheerios,$3.64 ,breakfast
Walmart,4/30/2021,marinara,$1.88 ,condiments
Walmart,4/30/2021,peanuts,$1.98 ,snacks
Walmart,4/30/2021,tax,$1.33 ,misc
Verizon,5/1/2021,phone bill,$30.00 ,utilities
Venmo,5/6/2021,dinner with Chey,$24.00 ,restaurant
Walmart,5/7/2021,tomatoes,$1.00 ,produce
Walmart,5/7/2021,oats,$2.46 ,breakfast
Walmart,5/7/2021,bread,$2.78 ,bread
Walmart,5/7/2021,raisins,$2.94 ,produce
Walmart,5/7/2021,arugula,$1.96 ,produce
Walmart,5/7/2021,spinach,$3.08 ,produce
Walmart,5/7/2021,bell peppers,$3.12 ,produce
Walmart,5/7/2021,marinara,$4.28 ,condiments
Walmart,5/7/2021,mozzarella,$25.54 ,dairy
Walmart,5/7/2021,vanilla extract,$3.66 ,condiments
Walmart,5/7/2021,cocoa powder,$2.98 ,condiments
Walmart,5/7/2021,tax,$1.35 ,misc
Food Lion,5/9/2021,butter,$4.79 ,dairy
Food Lion,5/9/2021,cupcake liners,$1.09 ,grocery
Food Lion,5/9/2021,card,$5.99 ,entertainment
Food Lion,5/9/2021,card,$9.99 ,entertainment
Food Lion,5/9/2021,beer,$14.49 ,alcohol
Food Lion,5/9/2021,flowers,$9.99 ,entertainment
Food Lion,5/9/2021,flowers,$8.99 ,entertainment
Food Lion,5/9/2021,tax,$0.12 ,misc
Food Lion,5/9/2021,tax,$3.03 ,misc
VCU,5/11/2021,VCU transcript,$5.00 ,education
Sheetz,5/12/2021,gas,$36.45 ,transportation
Brusters,5/13/2021,ice cream,$6.56 ,restaurant
ABC Store,5/14/2021,rum,$17.99 ,alcohol
ABC Store,5/14/2021,tax,$0.95 ,misc
ABC Store,5/14/2021,tax,$0.13 ,misc
ASU,5/18/2021,CSE 330,$59.00 ,education
Coldstone Creamery,5/18/2021,ice cream quart,$9.53 ,restaurant
CUNY SPS,5/20/2021,summer tuition and fees,"$1,562.50 ",education
Target,5/23/2021,lotion,$3.49 ,hygiene
Target,5/23/2021,floss,$0.99 ,hygiene
Target,5/23/2021,floss,$0.99 ,hygiene
Target,5/23/2021,nail file,$1.29 ,hygiene
Target,5/23/2021,nail polish,$8.79 ,hygiene
Target,5/23/2021,sunscreen,$5.19 ,hygiene
Target,5/23/2021,sunscreen,$8.99 ,hygiene
Target,5/23/2021,card,$3.99 ,entertainment
Target,5/23/2021,card,$4.99 ,entertainment
Target,5/23/2021,tax,$1.47 ,misc
Sonic,5/23/2021,lunch,$16.25 ,restaurant
Fandango,5/23/2021,movie balance,$2.58 ,entertainment
Walmart,5/25/2021,bagels,$2.48 ,breakfast
Walmart,5/25/2021,bread crumbs,$0.92 ,bread
Walmart,5/25/2021,wine,$8.98 ,alcohol
Walmart,5/25/2021,coffee creamer,$3.48 ,dairy
Walmart,5/25/2021,coffee,$6.18 ,breakfast
Walmart,5/25/2021,spinach and arugula,$1.96 ,produce
Walmart,5/25/2021,goldfish,$7.48 ,snacks
Walmart,5/25/2021,peanuts,$1.98 ,snacks
Walmart,5/25/2021,salsa,$0.98 ,condiments
Walmart,5/25/2021,bread,$0.98 ,bread
Walmart,5/25/2021,bagels,$3.24 ,breakfast
Walmart,5/25/2021,milk,$2.56 ,dairy
Walmart,5/25/2021,cheese,$2.76 ,dairy
Walmart,5/25/2021,cream cheese,$1.53 ,dairy
Walmart,5/25/2021,jam,$3.28 ,condiments
Walmart,5/25/2021,rotel,$3.92 ,canned
Walmart,5/25/2021,corn,$0.72 ,canned
Walmart,5/25/2021,alfredo,$2.68 ,condiments
Walmart,5/25/2021,pasta,$0.78 ,pasta
Walmart,5/25/2021,tax,$1.74 ,misc
Sheetz,5/25/2021,gas,$23.50 ,transportation
The Village Cafe,5/27/2021,dinner,$27.50 ,restaurant
The Village Cafe,5/27/2021,tax,$3.71 ,misc
The Village Cafe,5/27/2021,tip,$15.00 ,restaurant
VCU Parking Deck,5/27/2021,parking,$4.00 ,entertainment
Movieland,5/27/2021,popcorn and drink,$14.50 ,restaurant
Noodles and Co,5/29/2021,dinner,$17.75 ,restaurant
Noodles and Co,5/29/2021,tax,$1.07 ,misc
Noodles and Co,5/29/2021,tip,$2.66 ,restaurant
VACU,5/30/2021,state inspection paid to mom for Lewis inspecting,$20.00 ,transportation
Venmo,5/30/2021,Fine creek plus tip to Sam for drinks,$15.00 ,alcohol
Verizon,6/1/2021,phone bill,$30.00 ,utilities
FruitFixed,6/6/2021,phone charger,$20.14 ,supplies
Walmart,6/6/2021,rain-x water repellant,$2.97 ,transportation
Walmart,6/6/2021,windsheild wiper blade,$8.88 ,transportation
Walmart,6/6/2021,windsheild wiper blade,$8.88 ,transportation
Walmart,6/6/2021,pillow cases,$13.88 ,improvement
Walmart,6/6/2021,pillow,$7.96 ,improvement
Walmart,6/6/2021,tax,$2.55 ,misc
Rusty Taco,6/6/2021,lunch/dinner,$24.70 ,restaurant
Rusty Taco,6/6/2021,tax,$1.48 ,misc
Rusty Taco,6/6/2021,tip,$4.00 ,restaurant
Walmart,6/6/2021,bread,$0.88 ,bread
Walmart,6/6/2021,cheerios,$4.98 ,breakfast
Walmart,6/6/2021,milk,$2.89 ,dairy
Walmart,6/6/2021,ice cream,$3.98 ,dairy
Walmart,6/6/2021,strawberries,$3.18 ,produce
Walmart,6/6/2021,tortillas,$2.58 ,bread
Walmart,6/6/2021,tortillas,$2.28 ,bread
Walmart,6/6/2021,tortillas,$2.28 ,bread
Walmart,6/6/2021,tax,$0.58 ,misc
Sassy Bee,6/12/2021,card,$3.93 ,entertainment
Wawa,6/13/2021,gas,$44.00 ,transportation
Sonic,6/13/2021,lunch,$17.66 ,restaurant
Aldi,6/13/2021,green peppers,$2.29 ,produce
Aldi,6/13/2021,cheddar,$2.65 ,dairy
Aldi,6/13/2021,gruyere,$4.99 ,dairy
Aldi,6/13/2021,chips,$1.29 ,snacks
Aldi,6/13/2021,apples,$4.59 ,produce
Aldi,6/13/2021,tax,$0.40 ,misc
Walmart,6/13/2021,bread,$0.98 ,bread
Walmart,6/13/2021,cream cheese,$1.53 ,dairy
Walmart,6/13/2021,cream cheese,$1.53 ,dairy
Walmart,6/13/2021,raisins,$2.94 ,produce
Walmart,6/13/2021,raisins,$2.94 ,produce
Walmart,6/13/2021,tortilla chips,$3.12 ,snacks
Walmart,6/13/2021,buns,$2.78 ,bread
Walmart,6/13/2021,soy milk,$2.26 ,dairy
Walmart,6/13/2021,peanut butter,$2.74 ,condiments
Walmart,6/13/2021,brown rice,$0.70 ,grains
Walmart,6/13/2021,brown rice,$0.70 ,grains
Walmart,6/13/2021,black beans,$2.22 ,canned
Walmart,6/13/2021,muffin mix,$2.98 ,breakfast
Walmart,6/13/2021,muffin mix,$2.14 ,breakfast
Walmart,6/13/2021,corn,$0.72 ,canned
Walmart,6/13/2021,corn,$0.72 ,canned
Walmart,6/13/2021,pancake mix,$1.68 ,breakfast
Walmart,6/13/2021,raisin bran,$4.67 ,breakfast
Walmart,6/13/2021,rotini,$0.78 ,pasta
Walmart,6/13/2021,almond milk,$2.74 ,dairy
Walmart,6/13/2021,tax,$1.01 ,misc
ASU,6/15/2021,CSE 340,$59.00 ,education
American Eagle,6/16/2021,shorts,$34.95 ,clothes
American Eagle,6/16/2021,shorts,$17.47 ,clothes
American Eagle,6/16/2021,shorts,$39.95 ,clothes
American Eagle,6/16/2021,tax,$5.54 ,misc
American Eagle,6/16/2021,return - shorts,($34.95),clothes
American Eagle,6/16/2021,return - tax,($2.10),misc
Food Lion,6/20/2021,father's day brownies and ice cream gifted to Eric Riley,$11.95 ,entertainment
Expedia,6/24/2021,Wyndham Pittsburgh University Center,$249.98 ,entertainment
Expedia,6/24/2021,Hilton Garden Inn Madison Downtown,$507.51 ,entertainment
Wollersheim,6/24/2021,wine tasting,$55.76 ,alcohol
Sheetz,6/29/2021,gas,$28.75 ,transportation
Brusters,6/29/2021,ice cream lunch,$10.68 ,restaurant
Brusters,6/29/2021,tax,$0.64 ,restaurant
Sam's Club,6/29/2021,rotisserie chicken,$4.98 ,meat
Sam's Club,6/29/2021,rotisserie chicken,$4.98 ,meat
Sam's Club,6/29/2021,pecans,$11.48 ,produce
Sam's Club,6/29/2021,pasta sauce,$6.98 ,condiments
Sam's Club,6/29/2021,craisins,$6.68 ,produce
Sam's Club,6/29/2021,members mark granola,$5.48 ,produce
Sam's Club,6/29/2021,clementines,$7.96 ,produce
Sam's Club,6/29/2021,BD MAT 40 OF,$11.98 ,grocery
Sam's Club,6/29/2021,trail mix,$12.48 ,snacks
Sam's Club,6/29/2021,pistachios,$14.98 ,produce
Sam's Club,6/29/2021,hummus,$3.98 ,snacks
Sam's Club,6/29/2021,SBUXHOUSE40F,$17.98 ,breakfast
Sam's Club,6/29/2021,raisin bran,$7.48 ,breakfast
Sam's Club,6/29/2021,walnuts,$9.78 ,produce
Sam's Club,6/29/2021,bagels plain,$5.48 ,breakfast
Sam's Club,6/29/2021,cheez-its,$7.28 ,snacks
Sam's Club,6/29/2021,cheez-its,$7.28 ,snacks
Sam's Club,6/29/2021,sweet potatoes,$5.48 ,produce
Sam's Club,6/29/2021,roasted peanuts,$4.28 ,produce
Sam's Club,6/29/2021,avocados,$4.48 ,produce
Sam's Club,6/29/2021,tax 1,$0.60 ,misc
Sam's Club,6/29/2021,tax 2,$3.79 ,misc
Sam's Club,6/29/2021,return - SBUXHOUSE40F,($17.98),breakfast
Sam's Club,6/29/2021,return - tax,($0.45),misc
Verizon,7/1/2021,phone bill,$30.00 ,utilities
Expedia,7/1/2021,Comfort Inn,$99.68 ,entertainment
Expedia,7/1/2021,Quality Inn I-74 Batesville,$89.60 ,entertainment
Expedia,7/1/2021,Baymont by Wyndham Beckley,$79.04 ,entertainment
Walmart,7/4/2021,orange sherbet,$1.97 ,dairy
Walmart,7/4/2021,raisinets,$0.98 ,snacks
Walmart,7/4/2021,twizzlers,$1.98 ,snacks
Walmart,7/4/2021,flag decorations,$1.98 ,entertainment
Walmart,7/4/2021,candle,$0.98 ,entertainment
Walmart,7/4/2021,gummy worms,$2.48 ,snacks
Walmart,7/4/2021,beer,$18.48 ,alcohol
Walmart,7/4/2021,tax,$1.17 ,misc
Walmart,7/4/2021,tax,$0.23 ,misc
Walmart,7/9/2021,razor,$5.72 ,hygiene
Walmart,7/9/2021,ice cream,$2.48 ,dairy
Walmart,7/9/2021,shaving cream,$3.74 ,hygiene
Walmart,7/9/2021,buns,$2.78 ,bread
Walmart,7/9/2021,bread,$0.98 ,bread
Walmart,7/9/2021,salsa,$0.98 ,condiments
Walmart,7/9/2021,raisins,$2.94 ,produce
Walmart,7/9/2021,raisins,$2.94 ,produce
Walmart,7/9/2021,tortilla chips,$3.12 ,snacks
Walmart,7/9/2021,coffee creamer,$3.48 ,dairy
Walmart,7/9/2021,soymilk,$2.26 ,dairy
Walmart,7/9/2021,cream cheese,$1.53 ,dairy
Walmart,7/9/2021,cream cheese,$1.53 ,dairy
Walmart,7/9/2021,rice,$4.54 ,grains
Walmart,7/9/2021,alfredo,$2.68 ,condiments
Walmart,7/9/2021,alfredo,$2.68 ,condiments
Walmart,7/9/2021,rotini,$0.78 ,pasta
Walmart,7/9/2021,spaghetti,$0.78 ,pasta
Walmart,7/9/2021,tortillas,$2.58 ,bread
Walmart,7/9/2021,tortillas,$2.28 ,bread
Walmart,7/9/2021,makeup remover,$6.78 ,hygiene
Walmart,7/9/2021,tax,$2.00 ,misc
Bruster's,7/12/2021,ice cream,$10.59 ,dairy
CVS,7/13/2021,toothpaste,$8.59 ,hygiene
CVS,7/13/2021,card,$5.99 ,entertainment
CVS,7/13/2021,tax,$0.87 ,misc
Sheetz,7/14/2021,gas,$31.83 ,transportation
Walmart,7/18/2021,coffee,$15.98 ,breakfast
Walmart,7/18/2021,bagels,$3.24 ,breakfast
Walmart,7/18/2021,tortillas,$2.76 ,bread
Walmart,7/18/2021,planner,$9.97 ,supplies
Walmart,7/18/2021,aux cord,$7.67 ,supplies
Walmart,7/18/2021,speaker,$14.88 ,supplies
Walmart,7/18/2021,charger cable,$9.88 ,supplies
Walmart,7/18/2021,tax,$2.54 ,misc
Walmart,7/18/2021,tax,$0.55 ,misc
Autozone,7/18/2021,filter,$5.49 ,transportation
Autozone,7/18/2021,oil,$19.99 ,transportation
Autozone,7/18/2021,discount,($2.49),transportation
Autozone,7/18/2021,tax,$1.38 ,misc
Ardent,7/25/2021,drinks,$18.89 ,alcohol
Strangeways,7/25/2021,drinks,$10.90 ,alcohol
Don't Look Back - Triple,7/25/2021,dinner and drinks,$71.77 ,restaurant
Don't Look Back - Triple,7/25/2021,tip,$14.00 ,restaurant
Circuit,7/25/2021,drinks and tokens,$16.84 ,entertainment
Cook Out,7/25/2021,food,$16.18 ,restaurant
Venmo,7/25/2021,Sam,($29.00),alcohol
Paypal,7/25/2021,Jarad,($45.00),restaurant
Sheetz,7/30/2021,gas,$40.01 ,entertainment
Sheetz,7/30/2021,gas,$31.50 ,transportation
Verizon,8/1/2021,phone bill,$30.00 ,utilities
The Porch,8/1/2021,dinner,$41.00 ,restaurant
The Porch,8/1/2021,tax,$2.87 ,misc
The Porch,8/1/2021,tip,$10.00 ,restaurant
Pamela's,8/2/2021,breakfast,$25.50 ,restaurant
Pamela's,8/2/2021,tax,$1.79 ,misc
Pamela's,8/2/2021,tip,$5.10 ,restaurant
Spirits & Tales,8/2/2021,dinner and drinks,$74.00 ,restaurant
Spirits & Tales,8/2/2021,tax,$5.18 ,misc
Spirits & Tales,8/2/2021,tip,$16.00 ,restaurant
Crepes Parisiennes,8/3/2021,breakfast,$27.28 ,restaurant
Smith Oil,8/3/2021,gas,$38.50 ,transportation
Expedia,8/2/2021,parking,$58.00 ,entertainment
Marathon Petroleum,8/4/2021,gas,$34.00 ,transportation
Gallops,8/4/2021,peach honey wine,$7.99 ,alcohol
Gallops,8/4/2021,blueberry moscato,$9.99 ,alcohol
Gallops,8/4/2021,tax,$1.26 ,misc
Lou Malnati's,8/4/2021,lunch,$20.10 ,restaurant
Lou Malnati's,8/4/2021,tax,$2.41 ,misc
Lou Malnati's,8/4/2021,tip,$5.00 ,restaurant
The Free House,8/4/2021,dinner and drinks,$38.24 ,restaurant
The Free House,8/4/2021,tax,$2.11 ,misc
The Free House,8/4/2021,tip,$10.00 ,restaurant
Grace Coffee,8/5/2021,coffee and croissant,$12.05 ,restaurant
Grace Coffee,8/5/2021,tax,$0.66 ,misc
Grace Coffee,8/5/2021,tip,$2.29 ,restaurant
National Mustard Museum,8/5/2021,mustard (4),$35.65 ,condiments
The Regal Find,8/5/2021,cow magnet,$8.00 ,entertainment
The Regal Find,8/5/2021,earrings,$17.00 ,clothes
The Regal Find,8/5/2021,card,$5.00 ,entertainment
The Regal Find,8/5/2021,card,$5.00 ,entertainment
The Regal Find,8/5/2021,card,$4.50 ,entertainment
The Regal Find,8/5/2021,tax,$1.98 ,misc
The Regal Find,8/5/2021,tax,$0.21 ,misc
Capital Brewing,8/5/2021,beers,$19.20 ,restaurant
Longtable,8/5/2021,dinner and drinks,$31.65 ,restaurant
Longtable,8/5/2021,tip,$15.00 ,restaurant
Hubbard Avenue Diner,8/6/2021,breakfast,$28.12 ,restaurant
Hubbard Avenue Diner,8/6/2021,tip,$6.00 ,restaurant
Cedar Grove Cheese,8/6/2021,cheese,$45.09 ,dairy
Springfield Kelley's,8/6/2021,gas,$32.25 ,transportation
Wollersheim,8/6/2021,wine (4),$59.00 ,alcohol
Wollersheim,8/6/2021,tax,$3.26 ,misc
Wollersheim,8/6/2021,drinks,$25.33 ,alcohol
World of Beer,8/6/2021,dinner and drinks,$46.95 ,restaurant
World of Beer,8/6/2021,tip,$10.00 ,restaurant
Courtyard by Marriott,8/7/2021,coffee,$4.11 ,restaurant
Courtyard by Marriott,8/7/2021,tip,$2.00 ,restaurant
Q Jewels,8/7/2021,earrings,$22.00 ,entertainment
Little Luxuries,8/7/2021,card,$5.50 ,entertainment
Little Luxuries,8/7/2021,tax,$0.30 ,misc
Anthology,8/7/2021,cards,$15.30 ,entertainment
State Street Brats,8/7/2021,Lunch,$45.00 ,restaurant
State Street Brats,8/7/2021,tax,$1.38 ,misc
State Street Brats,8/7/2021,tip,$8.79 ,misc
Kosharie,8/7/2021,dinner,$19.96 ,restaurant
Expedia,8/8/2021,Courtyard by Marriott Madison West/Middleton,$314.41 ,entertainment
ATM,8/8/2021,cash for Mickie's,$60.00 ,entertainment
Chocolate Shoppe Ice Cream,8/8/2021,milkshake,$7.49 ,restaurant
Canteen,8/8/2021,dinner and drinks,$40.00 ,restaurant
Canteen,8/8/2021,tax,$2.20 ,misc
Canteen,8/8/2021,tip,$8.00 ,restaurant
Outdoor UW,8/9/2021,tandem kayak and locker (wisconsin hoofers),$16.00 ,entertainment
WI Union Ice Cream,8/9/2021,ice cream,$4.01 ,restaurant
The Old Fashioned,8/9/2021,dinner and drinks,$52.35 ,restaurant
The Old Fashioned,8/9/2021,tax,$2.88 ,misc
The Old Fashioned,8/9/2021,tip,$12.00 ,restaurant
Fromagination,8/10/2021,cheese(s),$100.02 ,dairy
Madison Parking,8/10/2021,parking,$1.75 ,transportation
Barriques,8/10/2021,breakfast,$15.40 ,restaurant
Mystery to Me,8/10/2021,books,$78.02 ,entertainment
Madison Parking,8/10/2021,parking,$2.75 ,transportation
Pizza Brutta,8/10/2021,pizza,$16.39 ,restaurant
Hilton Garden Inn,8/11/2021,parking and drinks,$71.48 ,entertainment
Speedway,8/11/2021,gas,$44.00 ,transportation
Fujiyama,8/11/2021,dinner and drinks,$54.45 ,restaurant
Fujiyama,8/11/2021,tax,$3.81 ,misc
Fujiyama,8/11/2021,tip,$10.89 ,restaurant
Shell,8/11/2021,gas,$25.01 ,transportation
Chocolate Moose,8/12/2021,coffee and smoothie,$11.09 ,restaurant
Cracker Barrel,8/12/2021,lunch,$23.76 ,restaurant
Cracker Barrel,8/12/2021,tax,$1.43 ,misc
Cracker Barrel,8/12/2021,tip,$5.00 ,restaurant
Cracker Barrel,8/12/2021,towel,$3.50 ,entertainment
Cracker Barrel,8/12/2021,tax,$0.21 ,misc
Walmart,8/15/2021,tortilla chips,$3.12 ,snacks
Walmart,8/15/2021,parmesan,$4.98 ,dairy
Walmart,8/15/2021,oregano,$0.98 ,condiments
Walmart,8/15/2021,bread,$0.98 ,bread
Walmart,8/15/2021,paprika,$0.98 ,condiments
Walmart,8/15/2021,onion powder,$0.98 ,condiments
Walmart,8/15/2021,garlic powder,$0.98 ,condiments
Walmart,8/15/2021,orange juice,$1.64 ,breakfast
Walmart,8/15/2021,bagels,$3.24 ,breakfast
Walmart,8/15/2021,bagels,$3.24 ,breakfast
Walmart,8/15/2021,raisins,$2.94 ,produce
Walmart,8/15/2021,salsa,$0.98 ,condiments
Walmart,8/15/2021,soymilk,$2.26 ,dairy
Walmart,8/15/2021,almond milk,$2.78 ,dairy
Walmart,8/15/2021,cream cheese,$1.53 ,dairy
Walmart,8/15/2021,cream cheese,$1.53 ,dairy
Walmart,8/15/2021,cheerios,$4.98 ,breakfast
Walmart,8/15/2021,popcorn,$4.44 ,snacks
Walmart,8/15/2021,olive oil,$10.70 ,condiments
Walmart,8/15/2021,pancake mix,$1.68 ,breakfast
Walmart,8/15/2021,corn,$0.96 ,canned
Walmart,8/15/2021,corn,$0.96 ,canned
Walmart,8/15/2021,penne,$0.78 ,pasta
Walmart,8/15/2021,alfredo,$2.68 ,condiments
Walmart,8/15/2021,tax,$1.49 ,misc
Sheetz,8/19/2021,gas,$34.85 ,transportation
CUNY SPS,8/23/2021,tuition,"$4,407.50 ",education
ASU,8/25/2021,tuition,"$4,500.00 ",education
Noodles and Co,8/27/2021,dinner,$29.58 ,restaurant
Fandango,8/27/2021,movie (free guy),$27.88 ,entertainment
Aldi,8/28/2021,french baguette,$1.75 ,bread
Aldi,8/28/2021,Granny Smith apples,$5.49 ,produce
Aldi,8/28/2021,Wine,$3.99 ,alcohol
Aldi,8/28/2021,Strawberries,$2.49 ,produce
Aldi,8/28/2021,Raspberries,$2.89 ,produce
Aldi,8/28/2021,crackers,$2.95 ,snacks
Aldi,8/28/2021,crackers,$1.99 ,snacks
Aldi,8/28/2021,Italian deli meat,$3.99 ,meat
Aldi,8/28/2021,tax,$0.24 ,misc
Aldi,8/28/2021,tax,$0.54 ,misc
Verizon,9/1/2021,phone bill,$30.00 ,utilities
Sassy Bee,9/4/2021,present Chad and gwen,$11.21 ,entertainment
Sassy Bee,9/4/2021,tax,$0.67 ,misc
Walmart,9/4/2021,salsa,$0.98 ,condiments
Walmart,9/4/2021,eggs,$1.91 ,produce
Walmart,9/4/2021,muffin mix,$2.98 ,breakfast
Walmart,9/4/2021,muffin mix,$2.38 ,breakfast
Walmart,9/4/2021,hot cocoa mix,$5.84 ,breakfast
Walmart,9/4/2021,laundry detergent,$11.97 ,hygiene
Walmart,9/4/2021,coffee creamer,$3.48 ,breakfast
Walmart,9/4/2021,cream cheese,$1.53 ,dairy
Walmart,9/4/2021,cotton balls,$1.88 ,hygiene
Walmart,9/4/2021,lotion,$11.67 ,hygiene
Walmart,9/4/2021,bread,$0.98 ,bread
Walmart,9/4/2021,bagels,$3.48 ,breakfast
Walmart,9/4/2021,fettuccine,$0.78 ,pasta
Walmart,9/4/2021,penne,$0.78 ,pasta
Walmart,9/4/2021,rotini,$0.78 ,pasta
Walmart,9/4/2021,black beans,$1.14 ,canned
Walmart,9/4/2021,black beans,$1.14 ,canned
Walmart,9/4/2021,tax,$2.22 ,misc
Sheetz,9/5/2021,gas,$34.25 ,transportation
Bath and body works,9/5/2021,candle for us,$11.00 ,entertainment
Bath and body works,9/5/2021,tax,$0.66 ,misc
Noodles and Co,9/5/2021,lunch/dinner,$18.50 ,restaurant
Noodles and Co,9/5/2021,tip,$3.92 ,restaurant
Noodles and Co,9/5/2021,tax,$1.11 ,misc
Target,9/5/2021,belt,$19.99 ,clothes
Target,9/5/2021,slippers,$21.99 ,clothes
Target,9/5/2021,snickers,$0.89 ,snacks
Target,9/5/2021,twix,$0.89 ,snacks
Target,9/5/2021,nail polish,$3.99 ,hygiene
Target,9/5/2021,dental floss,$0.99 ,hygiene
Target,9/5/2021,dental floss,$0.99 ,hygiene
Target,9/5/2021,tax,$0.04 ,misc
Target,9/5/2021,tax,$2.88 ,misc
Brusters,9/13/2021,ice cream,$5.99 ,restaurant
Brusters,9/13/2021,tax,$0.36 ,misc
Brusters,9/13/2021,ice cream,$3.70 ,restaurant
Sheetz,9/16/2021,gas,$38.70 ,transportation
Walmart,9/17/2021,marinara sauce,$4.97 ,condiments
Walmart,9/17/2021,marinara sauce,$4.97 ,condiments
Walmart,9/17/2021,mozzarella,$15.97 ,dairy
Walmart,9/17/2021,tax,$0.65 ,misc
Kroger,9/24/2021,cupcakes,$5.49 ,snacks
Kroger,9/24/2021,tax,$0.14 ,misc
American Eagle,9/28/2021,leggings and shirt,$63.46 ,clothes
American Eagle,9/28/2021,return,($15.63),clothes
Walmart,9/30/2021,oats,$1.56 ,breakfast
Walmart,9/30/2021,bagels,$3.48 ,breakfast
Walmart,9/30/2021,chili sauce,$1.96 ,condiments
Walmart,9/30/2021,alfredo sauce,$2.68 ,condiments
Walmart,9/30/2021,alfredo sauce,$2.68 ,condiments
Walmart,9/30/2021,cheerios,$4.98 ,breakfast
Walmart,9/30/2021,tortilla chips,$3.30 ,snacks
Walmart,9/30/2021,tortillas,$4.88 ,bread
Walmart,9/30/2021,tortillas,$2.28 ,bread
Walmart,9/30/2021,bagels,$3.48 ,breakfast
Walmart,9/30/2021,salsa,$0.98 ,condiments
Walmart,9/30/2021,peanut butter,$2.70 ,condiments
Walmart,9/30/2021,spaghetti,$0.78 ,pasta
Walmart,9/30/2021,elbows,$0.78 ,pasta
Walmart,9/30/2021,tax,$0.93 ,misc
Verizon,10/1/2021,phone bill,$30.00 ,utilities
MeUndies,10/1/2021,undies,$31.80 ,clothes
Walmart,10/3/2021,halloween candy and probably something else,$27.65 ,grocery
Walmart,10/3/2021,unknown,$37.43 ,grocery
Noodles and Co,10/3/2021,dinner,$10.50 ,restaurant
Noodles and Co,10/3/2021,tax,$0.63 ,misc
Thinx,10/7/2021,undies,$51.40 ,hygiene
Sheetz,10/14/2021,gas,$32.25 ,transportation
Walmart,10/14/2021,bread,$2.98 ,bread
Walmart,10/14/2021,tortilla chips,$3.30 ,snacks
Walmart,10/14/2021,black beans,$4.40 ,produce
Walmart,10/14/2021,cream cheese,$1.50 ,dairy
Walmart,10/14/2021,buns,$2.90 ,bread
Walmart,10/14/2021,soymilk,$2.26 ,dairy
Walmart,10/14/2021,bagels,$3.48 ,breakfast
Walmart,10/14/2021,almond milk,$2.70 ,dairy
Walmart,10/14/2021,coffee creamer,$1.80 ,dairy
Walmart,10/14/2021,rice,$0.70 ,produce
Walmart,10/14/2021,cream cheese,$1.50 ,dairy
Walmart,10/14/2021,tortillas,$4.56 ,bread
Walmart,10/14/2021,raisin bran,$4.67 ,breakfast
Walmart,10/14/2021,eggs,$1.97 ,produce
Walmart,10/14/2021,bagels,$3.48 ,breakfast
Walmart,10/14/2021,taxes,$1.06 ,misc
Walmart,10/17/2021,ice cream,$3.88 ,dairy
Walmart,10/17/2021,marshmallows,$1.58 ,snacks
Walmart,10/17/2021,bag clips,$3.94 ,supplies
Walmart,10/17/2021,marshmallows,$1.00 ,snacks
Walmart,10/17/2021,garlic powder,$0.98 ,condiments
Walmart,10/17/2021,italian seasoning,$0.98 ,condiments
Walmart,10/17/2021,onion powder,$0.98 ,condiments
Walmart,10/17/2021,pumpkin,$3.00 ,entertainment
Walmart,10/17/2021,pumpkin,$3.00 ,entertainment
Walmart,10/17/2021,brut,$6.98 ,alcohol
Walmart,10/17/2021,white zin,$2.96 ,alcohol
Walmart,10/17/2021,tax,$0.83 ,misc
Walmart,10/17/2021,tax,$0.39 ,misc
Dr N,10/20/2021,eye appointment,$150.00 ,health
Walmart,10/20/2021,card,$4.97 ,entertainment
Walmart,10/20/2021,card,$5.77 ,entertainment
Walmart,10/20/2021,tax,$0.64 ,misc
Aldi,10/23/2021,milk,$2.78 ,dairy
Aldi,10/23/2021,crackers,$2.95 ,snacks
Aldi,10/23/2021,goat cheese,$3.99 ,dairy
Aldi,10/23/2021,goat cheese,$1.99 ,dairy
Aldi,10/23/2021,tax,$0.29 ,misc
Walmart,10/26/2021,cream cheese,$1.53 ,dairy
Walmart,10/26/2021,toothpaste,$6.92 ,hygiene
Walmart,10/26/2021,alfredo sauce,$2.88 ,condiments
Walmart,10/26/2021,granola bars,$7.18 ,snacks
Walmart,10/26/2021,cream of mushroom soup,$3.76 ,condiments
Walmart,10/26/2021,parmesan,$2.36 ,dairy
Walmart,10/26/2021,soy sauce,$1.37 ,condiments
Walmart,10/26/2021,corn,$1.96 ,canned
Walmart,10/26/2021,salsa,$0.98 ,condiments
Walmart,10/26/2021,bagels,$3.48 ,breakfast
Walmart,10/26/2021,jam,$4.24 ,condiments
Walmart,10/26/2021,bread,$0.98 ,bread
Walmart,10/26/2021,tax,$1.17 ,misc
Verizon,11/1/2021,phone bill,$30.00 ,utilities
MeUndies,11/1/2021,undies,$26.71 ,clothes
Sheetz,11/2/2021,gas,$38.01 ,transportation
Foodlion,11/2/2021,pike place medium roast coffee,$12.79 ,breakfast
