Location,Date,Description,Cost,Category
Foodtown,8/25/2019,bread,$1.99 ,bread
Foodtown,8/25/2019,milk,$4.39 ,dairy
Foodtown,8/25/2019,Shredded cheese,$8.99 ,dairy
Foodtown,8/25/2019,soap,$4.99 ,hygiene
Foodtown,8/25/2019,ricotta,$7.49 ,dairy
Foodtown,8/25/2019,coupon,($1.70),coupons
Foodtown,8/25/2019,coupon,($2.00),coupons
Foodtown,8/25/2019,coupon,($0.50),coupons
Foodtown,8/25/2019,bottle,$0.40 ,misc
Foodtown,8/25/2019,tax,$2.39 ,misc
Papyrus,8/26/2019,card,$7.50 ,entertainment
Papyrus,8/26/2019,tax,$0.67 ,misc
Don Buriya,8/26/2019,Dinner,$39.40 ,restaurant
Don Buriya,8/26/2019,tax,$3.88 ,misc
CVS,8/26/2019,toothbrushes,$8.29 ,hygiene
CVS,8/26/2019,tax,$0.74 ,misc
Airbnb,8/29/2019,LA airbnb,$338.83 ,entertainment
JetBlue,8/29/2019,flight to LA,$498.60 ,entertainment
JetBlue,8/29/2019,tax and fees,$94.60 ,misc
RiteAid,8/30/2019,tampons,$9.99 ,hygiene
RiteAid,8/30/2019,pads,$7.99 ,hygiene
Starbucks,8/30/2019,Starbucks reload,$10.00 ,restaurant
AC Wine Liquors,8/30/2019,Wine,$11.45 ,alcohol
AC Wine Liquors,8/30/2019,tax,$1.02 ,misc
Transfer from Mom (half),,vacation,($500.00),entertainment
EMS Garden Apartments,9/1/2019,Rent,$900.00 ,rent
EMS Garden Apartments,9/1/2019,Rent,$900.00 ,rent
Verizon,9/16/2019,Internet,$21.24 ,utilities
Verizon,9/16/2019,Internet,$21.24 ,utilities
Shopify,9/14/2019,Website,$31.58 ,business
Adobe,9/24/2019,Creative Cloud,$29.99 ,business
ConEdison,9/30/2019,Electricity,$0.00 ,utilities
Antillana,9/1/2019,Tomatos,$1.80 ,produce
Antillana,9/1/2019,bell peppers,$2.03 ,produce
Antillana,9/1/2019,bread,$1.99 ,bread
Antillana,9/1/2019,eggs,$2.19 ,breakfast
Antillana,9/1/2019,sliced cheese,$2.49 ,dairy
Rite Aid,9/1/2019,toilet paper,$22.99 ,hygiene
Rite Aid,9/1/2019,mouthwash,$6.29 ,hygiene
Rite Aid,9/1/2019,laundry detergent,$10.99 ,hygiene
Rite Aid,9/1/2019,cereal,$5.99 ,breakfast
Rite Aid,9/1/2019,tortilla chips,$4.29 ,snacks
Rite Aid,9/1/2019,cheese dip,$3.99 ,snacks
Rite Aid,9/1/2019,tax,$3.57 ,misc
Panera,9/4/2019,lunch,$14.02 ,restaurant
Manhattan Valley Wine & Spirits,9/7/2019,wine,$20.98 ,alcohol
Manhattan Valley Wine & Spirits,9/7/2019,tax,$1.86 ,misc
lyft,9/7/2019,lyft,$15.98 ,entertainment
VandT,9/8/2019,Pizza,$32.22 ,restaurant
Mi Bandera Grocery,9/10/2019,produce,$1.99 ,produce
CVS,9/10/2019,makeup wipes,$14.99 ,hygiene
CVS,9/10/2019,tax,$1.33 ,misc
Starbucks,9/12/2019,Starbucks reload,$15.00 ,restaurant
Airbnb,9/12/2019,LA airbnb,$338.82 ,entertainment
Habanero Blues,9/12/2019,dinner,$50.00 ,restaurant
Habanero Blues,9/12/2019,tax,$4.44 ,misc
Habanero Blues,9/12/2019,tip,$11.00 ,restaurant
Rare Bar & Grill,9/13/2019,drinks,$24.00 ,alcohol
Rare Bar & Grill,9/13/2019,tax,$2.13 ,misc
Rare Bar & Grill,9/13/2019,tip,$5.00 ,alcohol
Rare Bar & Grill,9/13/2019,dinner,$70.50 ,restaurant
Rare Bar & Grill,9/13/2019,tax,$6.27 ,misc
Rare Bar & Grill,9/13/2019,tip,$14.00 ,restaurant
Amorino,9/14/2019,tax,$0.00 ,misc
Amorino,9/14/2019,gelato,$18.16 ,restaurant
lyft,9/14/2019,,$0.80 ,entertainment
Fumo,9/14/2019,brunch,$62.50 ,restaurant
Fumo,9/14/2019,tax,$5.55 ,misc
Fumo,9/14/2019,tip,$20.00 ,restaurant
lyft,9/15/2019,,$39.03 ,entertainment
Beauty Bar,9/15/2019,drinks,$43.00 ,alcohol
Beauty Bar,9/15/2019,tax,$3.82 ,misc
Beauty Bar,9/15/2019,tip,$10.00 ,alcohol
KFC,9/15/2019,lemonade,$3.04 ,restaurant
Wahi,9/15/2019,lunch,$34.24 ,restaurant
Wahi,9/15/2019,tip,$7.00 ,restaurant
Rite Aid,9/15/2019,Cheerios,$6.49 ,breakfast
Rite Aid,9/15/2019,Marinara,$3.49 ,condiments
Rite Aid,9/15/2019,salsa,$3.59 ,condiments
Rite Aid,9/15/2019,queso,$3.99 ,dairy
Rite Aid,9/15/2019,tortilla chips,$4.29 ,snacks
Rite Aid,9/15/2019,pancake mix,$3.99 ,breakfast
Rite Aid,9/15/2019,bagels,$3.59 ,breakfast
Mi Bandera Grocery,9/15/2019,produce,$2.69 ,produce
Mi Bandera Grocery,9/15/2019,produce,$1.75 ,produce
Mi Bandera Grocery,9/15/2019,produce,$1.50 ,produce
MeUndies,9/16/2019,,$16.00 ,clothes
Little Italy Pizza,9/17/2019,pizza,$18.97 ,restaurant
Los Angeles Zoo,9/17/2019,tickets,$45.00 ,entertainment
Little Italy Pizza,9/17/2019,tax,$4.00 ,restaurant
Check from Grandma,9/18/2019,birthday,($100.00),entertainment
Transfer from Mom (half),9/19/2019,vacation,($500.00),entertainment
Whole Foods,9/19/2019,almond milk,$3.69 ,dairy
Whole Foods,9/19/2019,shredded cheese,$4.49 ,dairy
Whole Foods,9/19/2019,pepperoni,$4.98 ,meat
Whole Foods,9/19/2019,coupon,($1.00),meat
Men's Wearhouse,9/20/2019,tailoring,$35.00 ,clothes
Lyft,9/20/2019,ride,$20.09 ,transportation
Mel's Burger,9/20/2019,dinner,$51.17 ,restaurant
Mel's Burger,9/20/2019,tip,$9.40 ,restaurant
Rite Aid,9/23/2019,buns,$3.39 ,bread
Rite Aid,9/23/2019,queso,$3.99 ,dairy
Rite Aid,9/23/2019,ice cream,$4.99 ,dairy
Mi Bandera Grocery,9/23/2019,lettuce,$2.00 ,produce
Mi Bandera Grocery,9/23/2019,bell peppers,$0.99 ,produce
Mi Bandera Grocery,9/23/2019,tomato,$0.89 ,produce
DSW,9/25/2019,shoes,$19.98 ,clothes
McGarry's,9/25/2019,dinner,$96.90 ,restaurant
McGarry's,9/25/2019,tax,$8.60 ,misc
McGarry's,9/25/2019,tip,$20.00 ,restaurant
MTA NYC Transit,9/27/2019,metrocard,$20.00 ,transportation
MTA NYC Transit,9/27/2019,metrocard,$22.00 ,transportation
JFK Philly QSR,9/27/2019,breakfast,$17.00 ,restaurant
JFK Philly QSR,9/27/2019,tax,$1.51 ,misc
Los Angeles Zoo,9/27/2019,beer,$16.00 ,alcohol
Los Angeles Zoo,9/27/2019,beer,$16.00 ,alcohol
Epid Taco,9/27/2019,LA Food Truck,$16.34 ,restaurant
SQU*SQ *DREAMY CREATIO,9/27/2019,LA Food Truck,$14.40 ,restaurant
lyft,9/27/2019,,$4.79 ,entertainment
lyft,9/27/2019,,$44.32 ,entertainment
lyft,9/28/2019,,$30.69 ,entertainment
Neighbor,9/28/2019,brunch,$31.76 ,restaurant
Neighbor,9/28/2019,tip,$8.00 ,restaurant
The Rose Venice,9/28/2019,dinner,$105.91 ,restaurant
The Rose Venice,9/28/2019,tip,$20.00 ,restaurant
The Brig,9/28/2019,drinks,$44.00 ,alcohol
The Brig,9/28/2019,tip,$9.00 ,alcohol
Intelligentsia,9/28/2019,breakfast,$14.75 ,restaurant
Intelligentsia,9/28/2019,tax,$1.51 ,misc
Intelligentsia,9/28/2019,tip,$3.25 ,restaurant
Abbot's Pizza,9/29/2019,pizza,$13.00 ,restaurant
Abbot's Pizza,9/29/2019,tip,$4.00 ,restaurant
Lemonade,9/29/2019,drinks,$8.25 ,restaurant
Lemonade,9/29/2019,tax,$0.78 ,misc
Lemonade,9/29/2019,tip,$1.80 ,restaurant
Principessa,9/29/2019,top and skirt,$37.60 ,clothes
Principessa,9/29/2019,tax,$3.57 ,misc
Ashland Hill,9/29/2019,dinner,$117.00 ,restaurant
Ashland Hill,9/29/2019,tax,$11.99 ,misc
Ashland Hill,9/29/2019,tip,$25.00 ,restaurant
SQU*SQ *TIMBUK2 DESIGN,9/29/2019,,$175.53 ,clothes
TST* INTELLIGENTSIA - VE VENICE CA,9/29/2019,Coffee,$19.51 ,restaurant
Intelligentsia,9/29/2019,breakfast to go,$8.60 ,restaurant
Intelligentsia,9/29/2019,tip,$1.72 ,restaurant
lyft,9/29/2019,,$9.97 ,entertainment
lyft,9/29/2019,,$7.98 ,entertainment
lyft,9/29/2019,tip,$3.00 ,entertainment
lyft,9/29/2019,,$13.98 ,entertainment
Larry's,9/30/2019,dinner,$52.56 ,restaurant
Larry's,9/30/2019,tip,$10.00 ,restaurant
Ananda,9/30/2019,dress and sweater,$146.00 ,clothes
Ananda,9/30/2019,tax,$13.87 ,misc
Salt and Straw,9/30/2019,ice cream,$18.30 ,restaurant
lyft,9/30/2019,,$7.41 ,entertainment
lyft,9/30/2019,,$7.49 ,entertainment
lyft,9/30/2019,,$7.50 ,entertainment
lyft,9/30/2019,,$10.30 ,entertainment
EMS Garden Apartments,10/1/2019,Rent,$900.00 ,rent
EMS Garden Apartments,10/1/2019,Rent,$900.00 ,rent
Verizon,10/16/2019,Internet,$21.24 ,utilities
Verizon,10/16/2019,Internet,$21.24 ,utilities
Shopify,10/14/2019,Website,$31.58 ,business
Adobe,10/24/2019,Creative Cloud,$29.99 ,business
MTA NYC Transit,10/4/2019,Monthly Metrocard,$127.00 ,transportation
ConEdison,10/30/2019,Electricity,$0.00 ,utilities
TST* GREAT WHITE VENICE CA,10/1/2019,brunch,$15.54 ,restaurant
TST* GREAT WHITE VENICE CA,10/1/2019,brunch,$55.83 ,restaurant
lyft,10/1/2019,LA transportation,$5.42 ,entertainment
lyft,10/1/2019,LA transportation,$7.69 ,entertainment
lyft,10/1/2019,LA transportation,$8.54 ,entertainment
lyft,10/1/2019,LA transportation,$9.18 ,entertainment
Terraza,10/1/2019,lunch,$206.99 ,restaurant
Terraza,10/1/2019,tax,$21.23 ,misc
Terraza,10/1/2019,tip,$50.00 ,restaurant
CVS,10/1/2019,beach towel,$12.99 ,entertainment
CVS,10/1/2019,tax,$1.23 ,misc
James' Beach,10/1/2019,dinner,$62.00 ,restaurant
James' Beach,10/1/2019,tax,$8.00 ,misc
James' Beach,10/1/2019,tip,$14.00 ,restaurant
lyft,10/2/2019,LA transportation,$7.44 ,entertainment
lyft,10/2/2019,LA transportation,$23.39 ,entertainment
Superba,10/2/2019,breakfast,$35.04 ,restaurant
Superba,10/2/2019,tip,$5.00 ,restaurant
LAX Farmers Market,10/2/2019,sandwich,$15.49 ,restaurant
LAX Farmers Market,10/2/2019,tax,$1.47 ,misc
Wahi,10/2/2019,dinner,$34.80 ,restaurant
Starbucks,10/5/2019,Starbucks reload,$10.00 ,restaurant
Amazon,10/6/2019,Velveeta,$15.70 ,dairy
Amazon,10/6/2019,penne,$1.00 ,pasta
Amazon,10/6/2019,farfalle,$1.00 ,pasta
Amazon,10/6/2019,rotini,$1.00 ,pasta
Amazon,10/6/2019,spaghetti,$1.00 ,pasta
Amazon,10/6/2019,marinara,$2.99 ,condiments
Amazon,10/6/2019,marinara,$2.99 ,condiments
Amazon,10/6/2019,alfredo,$2.68 ,condiments
Amazon,10/6/2019,alfredo,$2.68 ,condiments
Amazon,10/6/2019,parmesan,$7.48 ,dairy
Amazon,10/6/2019,cheerios,$4.79 ,breakfast
Amazon,10/6/2019,cheerios,$3.64 ,breakfast
Amazon,10/6/2019,salsa,$5.94 ,condiments
Amazon,10/6/2019,coupon,($1.19),pasta
Amazon,10/6/2019,coupon,($0.15),pasta
Foodtown,10/6/2019,ice cream,$5.79 ,dairy
Foodtown,10/6/2019,bagels,$2.99 ,breakfast
Foodtown,10/6/2019,bagels,$2.99 ,breakfast
Foodtown,10/6/2019,bread,$1.99 ,bread
Foodtown,10/6/2019,potatoes,$3.99 ,produce
Foodtown,10/6/2019,shredded cheese,$8.99 ,dairy
Foodtown,10/6/2019,sliced cheese,$2.50 ,dairy
Foodtown,10/6/2019,sliced cheese,$2.50 ,dairy
Foodtown,10/6/2019,cream cheese,$6.49 ,dairy
Foodtown,10/6/2019,jelly,$3.29 ,condiments
Foodtown,10/6/2019,coffee creamer,$5.49 ,breakfast
Foodtown,10/6/2019,eggs,$3.49 ,breakfast
Foodtown,10/6/2019,oil,$1.99 ,condiments
Foodtown,10/6/2019,bell pepper,$3.19 ,produce
Foodtown,10/6/2019,tomato,$1.53 ,produce
NJ Transit,10/11/2019,train tickets,$33.50 ,entertainment
NJ Transit,10/11/2019,train tickets,$46.50 ,entertainment
Rite Aid,10/11/2019,makeup and toothpaste,$28.77 ,hygiene
Rite Aid,10/11/2019,tax,$2.34 ,misc
Burger King,10/11/2019,lunch,$10.28 ,restaurant
Burger King,10/11/2019,tax,$0.84 ,misc
Bushkill Inn,10/11/2019,drinks,$73.00 ,alcohol
Bushkill Inn,10/11/2019,tip,$15.00 ,alcohol
CVS/PHARMACY #02002,10/12/2019,unknown,$7.28 ,hygiene
CVS/PHARMACY #02002,10/12/2019,unknown,$1.49 ,hygiene
TURKEY HILL #0304,10/12/2019,brunch - jake's 2nd wedding,$14.28 ,snacks
Bushkill Inn,10/13/2019,hotel,$298.00 ,entertainment
Bushkill Inn,10/13/2019,tax,$5.02 ,misc
Burger King,10/13/2019,lunch,$8.17 ,restaurant
Burger King,10/13/2019,tax,$0.66 ,misc
Burger King,10/13/2019,drink,$1.99 ,restaurant
Burger King,10/13/2019,tax,$0.16 ,misc
NJ Transit,10/13/2019,train tickets,$46.50 ,entertainment
Jamba,10/13/2019,drink,$7.74 ,restaurant
Jamba,10/13/2019,tax,$0.69 ,misc
DON PEPI PIZZA,10/14/2019,pizza,$2.99 ,restaurant
DON PEPI PIZZA,10/14/2019,pizza,$10.34 ,restaurant
MeUndies,10/16/2019,underwear,$16.00 ,clothes
Rite Aid,10/16/2019,candy,$9.77 ,snacks
Rite Aid,10/16/2019,chips,$4.29 ,snacks
Rite Aid,10/16/2019,kidcents,$0.07 ,misc
Rite Aid,10/16/2019,tax,$0.87 ,misc
AC WINE & LIQUORS,10/17/2019,wine - sparkling,$12.47 ,alcohol
AMTRAK .CO2900627609000,10/17/2019,train tickets,$285.00 ,entertainment
AMTRAK .CO2900627609001,10/17/2019,train tickets,$285.00 ,entertainment
ALLIANZ INSURANCE,10/18/2019,train insurance,$17.00 ,entertainment
ALLIANZ INSURANCE,10/18/2019,train insurance,$17.00 ,entertainment
Starbucks,10/19/2019,Starbucks reload,$10.00 ,restaurant
AC WINE & LIQUORS,10/20/2019,wine - sparkling,$24.42 ,alcohol
Starbucks,10/21/2019,Starbucks reload,$15.00 ,restaurant
Rite Aid,10/21/2019,bagels,$3.59 ,breakfast
Rite Aid,10/21/2019,bread,$3.99 ,bread
Rite Aid,10/21/2019,chips,$3.49 ,snacks
Rite Aid,10/21/2019,milk,$4.59 ,dairy
Mi Bandera,10/21/2019,produce,$3.99 ,produce
Mi Bandera,10/21/2019,produce,$2.19 ,produce
Westway Diner,10/22/2019,dinner,$57.65 ,restaurant
Westway Diner,10/22/2019,tip,$10.59 ,restaurant
American Eagle,10/22/2019,jeans,$33.96 ,clothes
Famous Famiglia,10/24/2019,pizza,$8.50 ,restaurant
Starbucks,10/25/2019,Starbucks reload,$10.00 ,restaurant
AC Wine & Liquors,10/25/2019,coconut rum,$19.09 ,alcohol
AC Wine & Liquors,10/25/2019,tax,$1.69 ,misc
Starbucks,10/26/2019,Starbucks reload,$10.00 ,restaurant
SPIRIT HALLOWEEN 60138,10/26/2019,Bob Ross pallette and brush,$11.88 ,entertainment
Fumo,10/27/2019,brunch,$54.50 ,restaurant
Fumo,10/27/2019,tax,$4.84 ,misc
Fumo,10/27/2019,tip,$11.00 ,restaurant
Uber,10/27/2019,trip,$8.81 ,transportation
Uber,10/27/2019,tip,$1.03 ,transportation
Shake Shack,10/27/2019,dinner,$25.43 ,restaurant
TPC*X OUT,10/28/2019,facewash,$29.05 ,hygiene
Rite Aid,10/28/2019,chips,$4.29 ,snacks
Rite Aid,10/28/2019,queso,$3.99 ,dairy
Rite Aid,10/28/2019,bagels,$3.59 ,breakfast
Rite Aid,10/28/2019,bagels,$3.59 ,breakfast
Rite Aid,10/28/2019,eggs,$1.79 ,breakfast
PATH,10/29/2019,ticket,$2.75 ,transportation
PATH,10/29/2019,ticket,$2.75 ,transportation
Starbucks,10/30/2019,Starbucks reload,$10.00 ,restaurant
Rite Aid,10/31/2019,ice cream,$4.99 ,dairy
Rite Aid,10/31/2019,gummi worms,$2.99 ,snacks
Rite Aid,10/31/2019,coke,$2.39 ,alcohol
Rite Aid,10/31/2019,bottle deposit,$0.05 ,misc
Rite Aid,10/31/2019,tax,$0.48 ,misc
EMS Garden Apartments,11/1/2019,Rent,$900.00 ,rent
EMS Garden Apartments,11/1/2019,Rent,$900.00 ,rent
Verizon,11/18/2019,Internet,$21.24 ,utilities
Verizon,11/18/2019,Internet,$21.24 ,utilities
Shopify,11/13/2019,Website,$31.58 ,business
Adobe,11/24/2019,Creative Cloud,$29.99 ,business
MTA NYC Transit,11/3/2019,Monthly Metrocard,$127.00 ,transportation
ConEdison,11/29/2019,Electricity,$0.00 ,utilities
Starbucks,11/2/2019,Starbucks reload,$10.00 ,restaurant
Rite Aid,11/2/2019,chocolate,$2.99 ,snacks
Rite Aid,11/2/2019,popcorn,$2.79 ,snacks
Rite Aid,11/2/2019,hot chocolate,$3.99 ,snacks
Rite Aid,11/2/2019,eggs,$1.79 ,breakfast
Rite Aid,11/2/2019,pancake mix,$3.99 ,breakfast
Playa Betty's,11/3/2019,lunch,$17.42 ,restaurant
Playa Betty's,11/3/2019,tip,$3.00 ,restaurant
Foodtown,11/3/2019,spinach,$5.99 ,produce
Foodtown,11/3/2019,tomato,$0.94 ,produce
Foodtown,11/3/2019,cheese,$3.99 ,dairy
Foodtown,11/3/2019,cream cheese,$6.49 ,dairy
Foodtown,11/3/2019,bread,$1.99 ,bread
AC Wine & Liquors,11/3/2019,wine,$6.20 ,alcohol
AC Wine & Liquors,11/3/2019,tax,$0.55 ,misc
AMZN MKTP US*6S9DH6V13 AMZN.COM/BILLWA43WEZHCTOR8,11/3/2019,sewing machine,$863.55 ,business
AMZN MKTP US*UW89K8D53 AMZN.COM/BILLWA3JUFL5ZZC3F,11/3/2019,sewing machine insurance,$79.03 ,business
AMAZON.COM*6I6IC8ZE3 AMZN.COM/BILLWATSCN8FX5R8B,11/4/2019,sewing machine case,$35.73 ,business
Venmo - Lisa,11/4/2019,sewing machine case,($460.00),business
AC Wine & Liquors,11/8/2019,wine,$17.65 ,alcohol
AC Wine & Liquors,11/8/2019,tax,$1.57 ,misc
Dallas BBQ,11/10/2019,lunch,$37.97 ,restaurant
Dallas BBQ,11/10/2019,tax,$3.37 ,tax
Dallas BBQ,11/10/2019,tip,$7.59 ,restaurant
Foodtown,11/10/2019,eggs,$3.49 ,breakfast
Foodtown,11/10/2019,mozzarella,$8.99 ,dairy
Foodtown,11/10/2019,hot chocolate,$2.50 ,snacks
Foodtown,11/10/2019,hot chocolate,$2.50 ,snacks
Foodtown,11/10/2019,spring mix,$3.99 ,produce
Foodtown,11/10/2019,bagels,$4.69 ,breakfast
Foodtown,11/10/2019,bread,$1.99 ,bread
Foodtown,11/10/2019,ricotta,$5.99 ,dairy
Foodtown,11/10/2019,cream cheese,$6.49 ,dairy
Foodtown,11/10/2019,almond milk,$4.39 ,dairy
Foodtown,11/10/2019,coupon,($0.90),dairy
Foodtown,11/10/2019,coffee creamer,$5.19 ,breakfast
Foodtown,11/10/2019,cheese,$3.49 ,dairy
Foodtown,11/10/2019,coupon,($0.50),dairy
AMAZON.COM*JM4UX6XO3 AMZN.COM/BILLWA4PW1AO2MWTN,11/11/2019,crock pot,$34.64 ,supplies
AC Wine & Liquors,11/12/2019,wine,$30.54 ,alcohol
AC Wine & Liquors,11/12/2019,tax,$2.71 ,misc
Starbucks,11/14/2019,Starbucks reload,$15.00 ,restaurant
ALLIANZ INSURANCE,11/14/2019,Christmas train ticket insurance,$9.00 ,entertainment
ALLIANZ INSURANCE,11/14/2019,Christmas train ticket insurance,$9.00 ,entertainment
AMTRAK .CO3180609547432,11/14/2019,Christmas train ticket insurance,$210.00 ,entertainment
AMTRAK .CO3180609547432,11/14/2019,Christmas train ticket insurance,$210.00 ,entertainment
Moxy,11/15/2019,drink,$17.00 ,alcohol
Bareburger,11/15/2019,dinner,$65.85 ,restaurant
Bareburger,11/15/2019,tax,$5.84 ,misc
Bareburger,11/15/2019,tip,$13.17 ,restaurant
Starbucks,11/16/2019,Starbucks reload,$10.00 ,restaurant
Price Chopper,11/16/2019,cakes,$25.27 ,grocery
Walmart,11/16/2019,crackers,$2.68 ,snacks
Walmart,11/16/2019,chocolate,$4.76 ,snacks
Walmart,11/16/2019,chocolate,$4.76 ,snacks
Walmart,11/16/2019,marshmallows,$1.48 ,snacks
Walmart,11/16/2019,marshmallows,$2.48 ,snacks
Walmart,11/16/2019,chocolate,$2.98 ,snacks
Walmart,11/16/2019,graham crackers,$4.48 ,snacks
Fine Wine,11/16/2019,wine,$28.97 ,alcohol
Fine Wine,11/16/2019,tax,$1.74 ,misc
